YearsExperience,Age,EdLevel,Salary
6.23,25.75,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
10.71,24.58,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",80000.0
5.2,27.03,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",130000.0
9.07,32.31,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",33000.0
10.74,29.22,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",142000.0
1.5699999999999998,20.82,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",300000.0
1.3199999999999998,23.42,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",125000.0
2.63,28.72,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",52800.0
3.38,28.34,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",143000.0
20.62,47.39,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
2.09,18.86,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1000.0
1.37,23.75,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
5.39,27.45,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",141400.0
2.64,34.31,"Other doctoral degree (Ph.D., Ed.D., etc.)",43000.0
11.5,34.18,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6000.0
11.59,41.35,"Other doctoral degree (Ph.D., Ed.D., etc.)",140000.0
7.77,25.45,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",190000.0
8.9,27.48,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2800.0
23.84,55.42,"Other doctoral degree (Ph.D., Ed.D., etc.)",200000.0
8.59,31.78,"Other doctoral degree (Ph.D., Ed.D., etc.)",55000.0
6.79,25.11,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55000.0
24.9,53.68,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5170.0
11.18,30.91,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3000.0
14.29,42.19,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",250000.0
4.5,30.04,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",58000.0
4.74,31.5,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100800.0
4.53,26.94,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8000000.0
4.94,34.13,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8300.0
28.82,46.48,"Professional degree (JD, MD, etc.)",180000.0
3.6,22.68,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",240000.0
4.95,38.61,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
2.48,24.21,"Other doctoral degree (Ph.D., Ed.D., etc.)",90000.0
29.94,52.19,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",320000.0
4.67,26.13,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",240000.0
3.32,32.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",280000.0
38.38,48.97,Some college/university study without earning a degree,130000.0
13.2,46.16,"Other doctoral degree (Ph.D., Ed.D., etc.)",180000.0
5.58,31.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",440000.0
11.22,32.03,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",68000.0
10.71,33.06,"Other doctoral degree (Ph.D., Ed.D., etc.)",140000.0
6.9399999999999995,31.97,"Other doctoral degree (Ph.D., Ed.D., etc.)",47000.0
10.14,39.45,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",280000.0
6.27,30.57,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4000000.0
4.86,34.65,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",95000.0
3.31,18.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15000.0
8.77,29.98,Some college/university study without earning a degree,2500000.0
11.9,32.17,"Associate degree (A.A., A.S., etc.)",162000.0
5.08,40.62,"Other doctoral degree (Ph.D., Ed.D., etc.)",92000.0
3.48,29.07,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40000.0
11.39,38.41,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",130000.0
24.44,44.02,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",70000.0
3.19,30.93,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28800.0
19.67,35.89,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",250000.0
2.88,35.48,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",55000.0
14.05,36.27,"Other doctoral degree (Ph.D., Ed.D., etc.)",49000.0
4.26,26.94,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",115000.0
18.23,40.98,"Other doctoral degree (Ph.D., Ed.D., etc.)",215000.0
6.0,32.26,"Other doctoral degree (Ph.D., Ed.D., etc.)",55000.0
23.32,46.09,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
4.3100000000000005,38.47,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",80000.0
3.58,36.62,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4000.0
3.56,29.64,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",140000.0
13.39,39.68,Some college/university study without earning a degree,215000.0
8.22,26.82,"Other doctoral degree (Ph.D., Ed.D., etc.)",70000.0
1.45,31.61,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2000000.0
3.05,26.88,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",160000.0
2.45,31.67,"Other doctoral degree (Ph.D., Ed.D., etc.)",7000.0
8.379999999999999,31.97,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",60000.0
5.66,30.96,"Professional degree (JD, MD, etc.)",180000.0
5.89,33.26,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",103000.0
4.29,29.39,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",37400.0
7.09,35.6,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
1.23,20.79,Some college/university study without earning a degree,26000.0
13.91,38.5,Some college/university study without earning a degree,65000.0
7.75,28.1,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",95000.0
9.58,32.74,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40000.0
4.25,30.48,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
1.78,35.73,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",900.0
2.27,44.31,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",91000.0
9.34,41.05,"Other doctoral degree (Ph.D., Ed.D., etc.)",450000.0
24.86,51.82,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",300000.0
2.92,33.38,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",700000.0
12.06,44.39,"Other doctoral degree (Ph.D., Ed.D., etc.)",110000.0
20.77,44.28,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",200000.0
14.62,26.47,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",122000.0
10.99,30.42,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7000.0
4.67,28.49,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1800000.0
9.84,42.41,"Other doctoral degree (Ph.D., Ed.D., etc.)",144144.0
15.74,45.78,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",870000.0
2.63,22.63,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",85000.0
14.77,34.79,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
1.46,26.22,"Other doctoral degree (Ph.D., Ed.D., etc.)",125000.0
8.61,32.37,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5680.0
10.02,29.86,"Other doctoral degree (Ph.D., Ed.D., etc.)",100000.0
9.48,47.28,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2000.0
26.96,36.79,"Other doctoral degree (Ph.D., Ed.D., etc.)",180000.0
6.5600000000000005,28.8,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",88800.0
1.38,32.36,"Other doctoral degree (Ph.D., Ed.D., etc.)",190000.0
5.14,28.92,"Other doctoral degree (Ph.D., Ed.D., etc.)",75000.0
10.75,27.71,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",52000.0
25.51,34.7,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6500.0
8.71,33.8,Some college/university study without earning a degree,80000.0
7.91,39.39,"Other doctoral degree (Ph.D., Ed.D., etc.)",78000.0
8.64,43.95,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",85000.0
1.9,26.48,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",85000.0
16.18,42.66,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",140000.0
9.22,32.82,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",150000.0
2.29,26.69,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4000.0
10.36,25.52,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
14.37,33.38,"Professional degree (JD, MD, etc.)",75000.0
6.73,37.18,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",120000.0
7.51,34.13,"Other doctoral degree (Ph.D., Ed.D., etc.)",140000.0
5.84,42.61,"Other doctoral degree (Ph.D., Ed.D., etc.)",72000.0
9.31,31.77,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",146000.0
0.75,27.65,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",85000.0
6.33,37.89,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2500.0
7.66,29.83,"Professional degree (JD, MD, etc.)",8000.0
18.64,38.25,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",240000.0
13.79,43.05,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",140000.0
2.73,32.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100000.0
17.46,35.81,"Other doctoral degree (Ph.D., Ed.D., etc.)",120000.0
7.07,34.22,"Other doctoral degree (Ph.D., Ed.D., etc.)",170000.0
15.33,42.55,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",140000.0
19.53,48.86,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1200000.0
4.18,34.27,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2850.0
9.34,35.85,"Other doctoral degree (Ph.D., Ed.D., etc.)",120000.0
7.37,33.03,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",380000.0
36.05,61.81,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",125000.0
33.96,58.52,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",275000.0
3.38,31.490000000000002,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2200000.0
13.19,42.4,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45000.0
39.12,46.97,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",196000.0
7.8100000000000005,26.35,"Other doctoral degree (Ph.D., Ed.D., etc.)",120000.0
5.39,42.55,"Other doctoral degree (Ph.D., Ed.D., etc.)",140000.0
15.61,40.14,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",220000.0
9.43,48.12,"Other doctoral degree (Ph.D., Ed.D., etc.)",135000.0
13.55,35.72,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",140000.0
6.71,40.14,"Other doctoral degree (Ph.D., Ed.D., etc.)",130000.0
38.01,54.19,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
22.89,51.11,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",85000.0
22.22,43.92,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",230000.0
3.52,32.71,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",600000.0
12.72,28.26,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9000000.0
3.32,31.48,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",700000.0
9.57,34.51,"Other doctoral degree (Ph.D., Ed.D., etc.)",140000.0
1.92,21.46,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",130000.0
6.0,25.09,"Other doctoral degree (Ph.D., Ed.D., etc.)",130000.0
20.83,47.77,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6000000.0
11.370000000000001,26.48,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",760000.0
2.92,23.82,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
2.27,21.11,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",90000.0
10.83,33.29,"Other doctoral degree (Ph.D., Ed.D., etc.)",110000.0
5.03,40.98,"Professional degree (JD, MD, etc.)",178000.0
2.52,28.32,"Other doctoral degree (Ph.D., Ed.D., etc.)",1250000.0
12.09,35.94,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14000.0
5.22,41.22,"Other doctoral degree (Ph.D., Ed.D., etc.)",315000.0
10.95,55.88,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
1.04,18.85,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",711000.0
20.43,41.5,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",160000.0
12.89,41.78,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",90000.0
4.12,27.3,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",70000.0
5.65,20.83,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",110000.0
10.35,28.52,Some college/university study without earning a degree,65000.0
30.12,44.5,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1600.0
6.54,25.8,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",300000.0
8.18,28.87,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",72000.0
3.1399999999999997,25.89,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2000000.0
1.3900000000000001,20.61,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",33000.0
7.17,30.1,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",75000.0
12.35,25.9,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",900000.0
6.59,30.99,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",60000.0
4.3100000000000005,32.68,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",34000.0
3.9299999999999997,32.13,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",57500.0
5.41,29.87,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",60000.0
7.73,34.37,"Other doctoral degree (Ph.D., Ed.D., etc.)",42800.0
42.43,57.28,"Other doctoral degree (Ph.D., Ed.D., etc.)",200000.0
21.14,43.18,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",130000.0
18.61,37.66,Some college/university study without earning a degree,10000.0
5.6,35.22,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55700.0
1.17,24.72,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",51300.0
8.52,25.58,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3000000.0
6.8,24.38,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",340000000.0
18.85,42.18,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2720.0
15.01,39.01,"Other doctoral degree (Ph.D., Ed.D., etc.)",70000.0
4.05,23.44,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",46000.0
9.48,53.93,"Other doctoral degree (Ph.D., Ed.D., etc.)",4200.0
8.28,24.4,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",120000.0
7.77,43.9,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3450.0
16.05,39.56,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",62000.0
6.27,42.44,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",47000.0
1.54,31.82,"Other doctoral degree (Ph.D., Ed.D., etc.)",2150.0
3.8,38.28,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000.0
4.5600000000000005,27.3,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3800000.0
6.62,33.21,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",140000.0
16.2,39.71,"Other doctoral degree (Ph.D., Ed.D., etc.)",200000.0
2.51,27.5,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27000.0
2.03,29.76,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",41000.0
4.37,30.57,"Professional degree (JD, MD, etc.)",210000000.0
31.49,46.92,"Other doctoral degree (Ph.D., Ed.D., etc.)",3000.0
2.85,28.01,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25000.0
8.84,28.66,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",32000.0
2.39,24.36,"Other doctoral degree (Ph.D., Ed.D., etc.)",52000.0
5.03,32.52,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",750000.0
8.26,41.33,"Other doctoral degree (Ph.D., Ed.D., etc.)",30000.0
19.14,43.05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",64000.0
14.51,39.9,"Other doctoral degree (Ph.D., Ed.D., etc.)",63242.0
6.93,29.51,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40000.0
4.26,35.95,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5000.0
0.6799999999999999,21.33,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45000.0
5.3,27.77,"Other doctoral degree (Ph.D., Ed.D., etc.)",6540.0
4.16,31.32,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45000.0
2.91,30.01,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",38000.0
14.34,43.38,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",82000.0
9.72,28.46,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",80000.0
21.42,40.28,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45000.0
11.18,28.84,Some college/university study without earning a degree,12000.0
2.61,31.59,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45000.0
4.95,27.66,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",720000.0
2.58,22.95,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25000.0
4.55,37.72,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1200000.0
6.12,39.31,"Other doctoral degree (Ph.D., Ed.D., etc.)",3000.0
17.6,38.32,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",140000.0
10.51,25.84,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",420000.0
8.629999999999999,33.05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7000000.0
15.45,39.13,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",120000.0
4.23,30.31,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
5.2,17.73,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",423360.0
14.96,36.98,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
3.4,28.83,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",256000.0
19.95,38.95,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",120000.0
3.7199999999999998,30.58,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",50000.0
1.38,16.12,Primary/elementary school,30000.0
10.85,42.34,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",620000.0
12.11,35.73,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",78000.0
25.95,45.98,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",250000.0
4.67,28.6,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",65000.0
24.44,45.99,Some college/university study without earning a degree,6000.0
2.7199999999999998,28.16,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",42000.0
20.48,60.8,"Other doctoral degree (Ph.D., Ed.D., etc.)",210000.0
4.97,25.83,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",51000.0
14.43,38.56,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",70000.0
5.82,24.28,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11000.0
3.8,31.35,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",600000.0
2.11,23.91,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",83500.0
5.55,28.3,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",60000.0
2.41,31.63,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4080.0
3.48,26.03,"Other doctoral degree (Ph.D., Ed.D., etc.)",30000.0
2.4699999999999998,21.14,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",900000.0
3.9299999999999997,33.87,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20000.0
17.01,41.86,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",130000.0
8.86,42.59,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
0.47,22.56,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2800000.0
3.29,36.28,"Other doctoral degree (Ph.D., Ed.D., etc.)",87000.0
2.7199999999999998,25.09,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",47000.0
4.93,31.33,"Other doctoral degree (Ph.D., Ed.D., etc.)",65000.0
5.98,32.87,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",180.0
9.74,33.9,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",43000.0
5.02,36.34,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",145000.0
3.8,25.66,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",41000.0
7.21,24.65,"Other doctoral degree (Ph.D., Ed.D., etc.)",52000.0
20.85,41.85,"Other doctoral degree (Ph.D., Ed.D., etc.)",4000.0
18.38,54.65,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6000000.0
1.38,23.08,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",400000.0
18.85,42.92,"Other doctoral degree (Ph.D., Ed.D., etc.)",100000.0
14.96,36.69,"Professional degree (JD, MD, etc.)",12750.0
2.59,29.8,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",52000.0
15.38,41.43,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24000.0
8.34,35.29,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4619.0
2.5,25.7,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",160000.0
3.24,32.74,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
11.84,42.74,"Other doctoral degree (Ph.D., Ed.D., etc.)",70000.0
24.52,50.9,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12000.0
10.98,36.39,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",65000.0
5.279999999999999,18.85,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",44000.0
7.33,26.12,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5000.0
2.7,42.73,"Other doctoral degree (Ph.D., Ed.D., etc.)",48000.0
2.6,30.79,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",47000.0
3.38,29.67,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",66000.0
13.56,45.07,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",70000.0
2.86,32.17,"Other doctoral degree (Ph.D., Ed.D., etc.)",110000.0
6.88,31.49,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1500000.0
2.6,27.97,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000000.0
16.29,39.94,"Other doctoral degree (Ph.D., Ed.D., etc.)",160000.0
6.53,30.21,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",40000.0
4.35,29.58,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",107004.0
19.16,44.75,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6000000.0
14.02,29.4,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",155000.0
9.01,43.73,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",65000.0
7.15,34.03,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1400000.0
6.49,30.42,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",240000.0
15.55,52.82,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",115000.0
33.5,64.22,"Associate degree (A.A., A.S., etc.)",80000.0
15.27,45.27,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
20.13,38.2,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",117000.0
0.75,32.06,"Other doctoral degree (Ph.D., Ed.D., etc.)",200000.0
6.09,28.33,"Other doctoral degree (Ph.D., Ed.D., etc.)",70000.0
21.24,47.69,"Other doctoral degree (Ph.D., Ed.D., etc.)",85000.0
0.02,29.5,"Other doctoral degree (Ph.D., Ed.D., etc.)",100000.0
44.43,62.88,"Other doctoral degree (Ph.D., Ed.D., etc.)",300000.0
5.01,34.45,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",250000.0
2.16,31.13,Some college/university study without earning a degree,100000.0
7.18,29.79,"Other doctoral degree (Ph.D., Ed.D., etc.)",92000.0
2.89,20.66,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",55000.0
2.56,32.37,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40000.0
7.66,29.21,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",110000.0
10.24,35.52,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5000.0
9.44,30.35,"Other doctoral degree (Ph.D., Ed.D., etc.)",180000.0
2.08,19.41,Some college/university study without earning a degree,137.0
19.13,39.14,Some college/university study without earning a degree,500000.0
7.9,29.04,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25000.0
2.94,28.15,Something else,126000.0
18.59,43.14,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",212000.0
17.97,37.95,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",90000.0
14.15,36.13,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6000.0
9.78,26.69,"Other doctoral degree (Ph.D., Ed.D., etc.)",139650.0
8.54,36.08,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28500.0
4.7,32.27,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
10.65,29.79,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",215000.0
9.44,34.7,"Other doctoral degree (Ph.D., Ed.D., etc.)",120000.0
23.68,36.04,Some college/university study without earning a degree,165000.0
2.2,19.86,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1000.0
5.91,26.86,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",136000.0
18.12,41.85,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45000.0
1.96,22.25,Some college/university study without earning a degree,750000.0
4.27,28.62,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",61000.0
9.61,59.45,"Other doctoral degree (Ph.D., Ed.D., etc.)",165000.0
10.85,30.94,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",220000.0
15.74,35.39,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",240000.0
20.42,43.23,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",155000.0
1.99,33.08,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4250000.0
3.38,17.18,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",215000.0
8.97,26.92,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",165000.0
