YearsExperience,Age,EdLevel,Salary
3.2800000000000002,35.39,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",140000.0
3.5,28.38,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",65000.0
7.12,28.81,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",140000.0
2.01,27.68,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8000.0
8.879999999999999,43.5,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
3.34,26.11,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",70000.0
3.21,26.32,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18641.0
12.71,36.33,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",161650.0
7.21,40.03,"Other doctoral degree (Ph.D., Ed.D., etc.)",2300.0
7.07,28.72,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",60000.0
6.93,39.24,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",260000.0
7.37,28.06,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",187000.0
19.63,46.26,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",144000.0
1.62,25.71,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
6.16,37.06,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6000.0
24.7,55.09,Some college/university study without earning a degree,170000.0
3.66,28.47,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",43000.0
22.77,37.84,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",275000.0
7.75,39.57,"Other doctoral degree (Ph.D., Ed.D., etc.)",230000.0
4.8100000000000005,37.66,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",75000.0
14.42,43.22,"Other doctoral degree (Ph.D., Ed.D., etc.)",80000.0
17.79,44.45,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2100.0
4.98,34.66,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",98000.0
5.32,24.86,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2300000.0
8.11,42.51,"Professional degree (JD, MD, etc.)",135000.0
6.6,38.74,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30000.0
3.18,29.74,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
5.14,29.64,"Other doctoral degree (Ph.D., Ed.D., etc.)",100000.0
26.45,58.59,"Other doctoral degree (Ph.D., Ed.D., etc.)",123651.0
20.92,29.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",180000.0
2.17,44.41,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
2.86,26.58,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",335.0
7.0,41.23,"Professional degree (JD, MD, etc.)",200000.0
7.49,27.26,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",132000.0
7.66,32.01,"Professional degree (JD, MD, etc.)",285000.0
1.0899999999999999,28.79,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",110000.0
22.22,45.77,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",221000.0
28.89,49.32,"Other doctoral degree (Ph.D., Ed.D., etc.)",183000.0
7.73,33.5,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",117500.0
37.14,18.12,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1200000.0
10.25,33.94,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
9.14,36.72,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1100000.0
5.98,32.98,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",525000.0
11.31,43.47,"Other doctoral degree (Ph.D., Ed.D., etc.)",115000.0
9.93,32.22,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3500000.0
3.74,30.67,"Professional degree (JD, MD, etc.)",6000000.0
10.78,53.44,"Other doctoral degree (Ph.D., Ed.D., etc.)",130000.0
1.03,22.7,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1000000.0
7.63,47.59,"Other doctoral degree (Ph.D., Ed.D., etc.)",150000.0
9.96,44.06,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",108000.0
1.6,23.8,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
4.0,25.2,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",75000.0
10.76,36.82,"Other doctoral degree (Ph.D., Ed.D., etc.)",420000.0
2.81,31.75,Some college/university study without earning a degree,80000.0
24.16,53.16,Some college/university study without earning a degree,120000.0
9.99,48.27,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",260000.0
30.27,46.34,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",120000.0
38.49,66.27,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
14.92,34.43,Primary/elementary school,240000.0
40.37,66.27,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
16.71,40.91,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",90000.0
24.1,48.1,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",86000.0
17.55,53.64,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",190000.0
19.25,40.1,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",190000.0
8.26,31.38,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",165000.0
21.04,63.34,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",104000.0
12.44,38.01,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",90000.0
11.629999999999999,62.17,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",80000.0
15.33,40.45,"Other doctoral degree (Ph.D., Ed.D., etc.)",175000.0
7.21,24.42,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",775000.0
7.4399999999999995,39.16,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100000.0
4.61,19.05,Primary/elementary school,30000.0
0.8600000000000001,25.85,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",46000.0
3.9,26.07,Some college/university study without earning a degree,3750.0
13.02,48.98,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45000.0
15.4,34.26,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",120000.0
2.55,21.82,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
8.0,37.03,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",250000.0
6.58,29.79,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",110000.0
9.72,30.75,"Other doctoral degree (Ph.D., Ed.D., etc.)",220000.0
11.01,35.28,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",550000.0
6.08,30.54,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",300000.0
5.68,33.13,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5800.0
7.8,37.95,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",98000.0
22.14,45.57,"Other doctoral degree (Ph.D., Ed.D., etc.)",100000.0
3.97,29.68,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",185000.0
12.64,40.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",240000.0
31.1,61.37,"Other doctoral degree (Ph.D., Ed.D., etc.)",6000.0
25.03,33.66,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",126000.0
18.34,39.91,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27300.0
10.629999999999999,24.19,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11500.0
45.12,57.76,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",167000.0
6.01,33.91,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",130000.0
6.3,28.72,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",95000.0
24.39,48.89,Some college/university study without earning a degree,175000.0
8.44,28.84,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7000.0
26.41,49.64,"Other doctoral degree (Ph.D., Ed.D., etc.)",800000.0
3.59,30.02,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",95000.0
15.31,38.6,"Other doctoral degree (Ph.D., Ed.D., etc.)",6000.0
4.96,31.35,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12500.0
8.0,24.93,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",70000.0
11.98,31.84,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",122000.0
23.07,45.14,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",71000.0
8.370000000000001,32.92,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",135000.0
6.36,27.74,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",250000.0
23.35,51.32,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",240000.0
16.88,40.83,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
2.84,27.44,"Other doctoral degree (Ph.D., Ed.D., etc.)",120000.0
12.09,50.45,"Associate degree (A.A., A.S., etc.)",80000.0
2.88,18.06,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5000.0
4.52,30.57,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",85000.0
5.72,42.71,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",115456.0
7.93,43.41,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6500000.0
11.14,32.81,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",135000.0
2.99,29.69,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",53000.0
2.32,19.22,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",42000.0
21.43,45.14,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",160000.0
16.57,38.78,"Other doctoral degree (Ph.D., Ed.D., etc.)",250000.0
2.4,28.83,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
25.02,66.15,"Other doctoral degree (Ph.D., Ed.D., etc.)",280000.0
50.98,66.82,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7000.0
2.73,32.97,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",880000.0
2.5,38.79,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",60000.0
3.24,32.86,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",170000.0
10.55,35.56,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500.0
1.01,38.06,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13000000.0
2.7800000000000002,18.44,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",29000000.0
10.0,38.3,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
2.01,34.4,"Other doctoral degree (Ph.D., Ed.D., etc.)",182000.0
22.55,35.69,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",150000.0
11.79,46.8,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2400000.0
5.5600000000000005,27.47,"Other doctoral degree (Ph.D., Ed.D., etc.)",240000.0
6.89,28.72,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
1.87,22.44,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",110000.0
14.17,34.33,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",56000.0
9.19,22.96,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2400000.0
7.35,25.7,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1000.0
6.55,32.3,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",65000.0
19.64,37.38,"Other doctoral degree (Ph.D., Ed.D., etc.)",550000.0
0.72,21.16,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6000.0
12.42,38.77,"Other doctoral degree (Ph.D., Ed.D., etc.)",41545.0
29.48,49.63,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",82000.0
8.47,32.79,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4000.0
4.26,26.45,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",185000.0
1.15,32.27,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7000.0
6.01,25.98,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18000.0
30.66,55.9,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10000.0
3.52,23.99,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26000.0
7.71,32.73,"Other doctoral degree (Ph.D., Ed.D., etc.)",110000.0
6.13,29.52,Some college/university study without earning a degree,60000.0
4.95,24.38,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2000.0
4.85,26.59,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",70000.0
5.37,24.04,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",75000.0
4.18,26.97,"Professional degree (JD, MD, etc.)",350000.0
4.15,31.48,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
1.2,24.81,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
11.99,42.88,"Other doctoral degree (Ph.D., Ed.D., etc.)",900000.0
4.84,28.85,"Other doctoral degree (Ph.D., Ed.D., etc.)",3000.0
6.5600000000000005,27.37,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",71600.0
2.06,26.56,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1300000.0
1.82,34.11,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3055.0
3.19,25.15,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2000000.0
4.7,29.8,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",51000.0
0.9100000000000001,39.27,"Other doctoral degree (Ph.D., Ed.D., etc.)",2500.0
24.24,44.99,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",800000.0
7.76,43.51,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",120000.0
8.69,39.76,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
6.06,25.6,Some college/university study without earning a degree,70000.0
11.3,28.58,"Other doctoral degree (Ph.D., Ed.D., etc.)",75000.0
3.0,24.32,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4333.0
3.86,25.55,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7000.0
7.52,33.6,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",57500.0
3.42,19.67,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35000.0
3.8600000000000003,20.83,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",33000.0
8.26,37.59,"Other doctoral degree (Ph.D., Ed.D., etc.)",85000.0
5.17,32.79,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",70000.0
5.53,46.23,"Other doctoral degree (Ph.D., Ed.D., etc.)",22000.0
4.02,35.09,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",118800.0
8.39,43.53,Primary/elementary school,85000.0
11.24,44.66,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40000.0
21.64,37.02,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5000.0
6.24,28.47,Some college/university study without earning a degree,1500.0
14.77,38.75,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5000.0
10.87,33.15,"Other doctoral degree (Ph.D., Ed.D., etc.)",13000.0
2.12,18.43,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",115000.0
3.71,33.72,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21000.0
17.15,53.99,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",64000.0
5.87,33.14,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",65000.0
4.8100000000000005,29.41,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",128000.0
8.34,32.35,"Other doctoral degree (Ph.D., Ed.D., etc.)",105000.0
12.49,44.57,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45000.0
24.02,43.99,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",90000.0
2.8600000000000003,41.06,"Other doctoral degree (Ph.D., Ed.D., etc.)",40000.0
3.56,29.07,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",250000.0
2.78,55.72,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",50000.0
9.01,25.74,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",160000.0
5.79,44.08,"Other doctoral degree (Ph.D., Ed.D., etc.)",150000.0
5.07,27.8,"Other doctoral degree (Ph.D., Ed.D., etc.)",58000.0
10.21,29.43,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",950000.0
3.42,61.72,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",78000.0
5.3,32.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",65000.0
8.48,26.03,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3400.0
5.29,29.39,Some college/university study without earning a degree,31000.0
14.51,44.5,"Other doctoral degree (Ph.D., Ed.D., etc.)",46000.0
4.93,43.66,Some college/university study without earning a degree,38400.0
6.6,30.39,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",42500.0
5.37,31.02,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10000.0
9.31,38.64,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35000.0
2.35,31.24,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55000.0
4.51,40.04,Some college/university study without earning a degree,300000.0
40.33,61.53,"Other doctoral degree (Ph.D., Ed.D., etc.)",50000.0
5.6899999999999995,33.65,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",155000.0
3.1799999999999997,26.53,Some college/university study without earning a degree,60000.0
14.45,55.49,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",52000.0
3.25,33.29,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",34000.0
5.25,44.59,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25400.0
2.32,20.51,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",60000.0
21.22,50.39,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",63000.0
24.09,39.92,"Other doctoral degree (Ph.D., Ed.D., etc.)",3700.0
3.8,26.79,"Other doctoral degree (Ph.D., Ed.D., etc.)",175000.0
7.36,28.34,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
3.99,25.67,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",320000.0
8.42,29.34,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15000.0
3.66,25.93,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45000.0
3.5,28.71,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",88000.0
2.32,16.06,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",36000.0
7.93,25.96,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",215000.0
15.45,47.12,"Other doctoral degree (Ph.D., Ed.D., etc.)",150000.0
7.77,33.97,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40000.0
6.77,32.88,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",90000.0
4.09,25.04,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",85000.0
10.37,43.24,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",312000.0
24.85,52.58,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45000.0
6.45,27.01,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",190000.0
5.11,30.64,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",130000.0
10.2,31.08,Some college/university study without earning a degree,220000.0
4.2,33.48,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",93000.0
33.64,61.83,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",300000.0
0.6299999999999999,28.82,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30000.0
6.41,33.41,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",300000.0
1.1,28.55,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",102000.0
8.41,34.58,"Associate degree (A.A., A.S., etc.)",104600.0
7.21,27.15,"Other doctoral degree (Ph.D., Ed.D., etc.)",56000.0
2.48,31.28,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
5.98,29.02,"Other doctoral degree (Ph.D., Ed.D., etc.)",295000.0
15.91,39.64,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",225000.0
3.66,36.35,"Other doctoral degree (Ph.D., Ed.D., etc.)",30000.0
5.63,34.59,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",43000.0
4.08,29.71,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",105000.0
20.4,39.88,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35000.0
5.86,29.32,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",120000.0
24.31,46.89,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18000.0
7.34,31.72,"Other doctoral degree (Ph.D., Ed.D., etc.)",263000.0
9.66,42.25,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3500.0
0.9100000000000001,26.77,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100000.0
7.8100000000000005,38.43,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",290000.0
1.6600000000000001,28.14,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",95000.0
9.89,33.93,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",200000.0
8.18,38.68,Some college/university study without earning a degree,200000.0
36.69,56.71,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",163000.0
3.21,26.46,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",215000.0
27.64,64.34,"Other doctoral degree (Ph.D., Ed.D., etc.)",120000.0
6.45,30.65,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7000.0
4.07,24.49,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",42500.0
10.67,27.58,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",95000.0
2.16,26.26,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2000.0
1.13,30.87,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",70000.0
10.0,41.2,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8700.0
30.59,48.62,Some college/university study without earning a degree,1800.0
11.39,26.86,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",130000.0
15.27,43.75,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",450000.0
4.54,25.63,"Other doctoral degree (Ph.D., Ed.D., etc.)",392000.0
4.28,40.12,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
26.01,49.49,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",102000.0
25.59,43.68,"Other doctoral degree (Ph.D., Ed.D., etc.)",110000.0
4.85,33.96,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",172500.0
7.26,31.21,"Other doctoral degree (Ph.D., Ed.D., etc.)",1200000.0
4.41,30.06,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2400000.0
3.11,26.77,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",145000.0
6.85,37.55,"Other doctoral degree (Ph.D., Ed.D., etc.)",264000.0
20.63,40.42,Some college/university study without earning a degree,250000.0
15.38,40.9,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0
33.22,57.26,"Associate degree (A.A., A.S., etc.)",132000.0
8.92,43.62,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",130000.0
3.51,29.26,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",160000.0
14.34,37.22,"Other doctoral degree (Ph.D., Ed.D., etc.)",90000.0
6.03,28.9,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",96000.0
13.25,40.47,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",250000.0
20.3,42.07,"Professional degree (JD, MD, etc.)",290000.0
0.07999999999999996,42.84,"Other doctoral degree (Ph.D., Ed.D., etc.)",140000.0
9.29,23.74,"Other doctoral degree (Ph.D., Ed.D., etc.)",67000.0
39.52,57.11,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",125000.0
2.66,26.44,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",50000.0
4.23,35.32,"Other doctoral degree (Ph.D., Ed.D., etc.)",135000.0
14.11,47.85,"Other doctoral degree (Ph.D., Ed.D., etc.)",15000000.0
2.6,27.74,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",184000.0
21.74,41.65,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",140000.0
2.32,18.9,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",200000.0
0.77,23.28,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12000000.0
24.31,36.34,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7000000.0
2.2,32.14,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",107000.0
13.89,38.6,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2000000.0
6.55,36.83,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3000000.0
1.44,25.96,"Other doctoral degree (Ph.D., Ed.D., etc.)",50000.0
3.95,29.52,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27500.0
5.4399999999999995,26.55,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",560000.0
6.93,47.74,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",467500.0
1.46,21.47,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2100000.0
0.01,22.57,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",700022.0
5.98,39.52,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0
6.64,25.83,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1300000.0
7.3100000000000005,39.47,"Other doctoral degree (Ph.D., Ed.D., etc.)",63000.0
3.79,25.42,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",73720.0
3.55,26.58,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4500.0
36.04,57.27,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",50000.0
8.44,29.92,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16000.0
19.41,30.45,Primary/elementary school,70000.0
10.4,48.56,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",67000.0
4.4,35.03,"Other doctoral degree (Ph.D., Ed.D., etc.)",150000.0
9.16,30.05,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",36000.0
2.55,16.92,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",150000.0
5.63,29.68,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",65000.0
10.76,42.15,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20000.0
2.12,25.4,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",39000.0
17.18,40.77,"Other doctoral degree (Ph.D., Ed.D., etc.)",36000.0
9.49,28.85,"Other doctoral degree (Ph.D., Ed.D., etc.)",70000.0
5.91,37.28,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11000.0
4.98,32.23,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30000.0
3.34,30.98,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1000000.0
14.49,40.29,Something else,68000.0
18.11,35.38,"Other doctoral degree (Ph.D., Ed.D., etc.)",162967.0
8.99,33.78,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",47500.0
6.21,26.99,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",65000.0
